data_ora_proiezione;titolo_film;genere;regista;anno;durata_minuti;eta_minima;prezzo_biglietto
11/12/2023 15:30;Lost Highway;Mystery;David Lynch;1997;134;12;7.00
11/12/2023 12:30;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;6.50
11/12/2023 10:00;La règle du jeu;Comedy;Jean Renoir;1939;110;12;8.00
10/12/2023 18:00;Der Himmel über Berlin;Drama;Wim Wenders;1987;128;0;9.50
10/12/2023 15:30;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;7.00
10/12/2023 12:30;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;8.50
10/12/2023 10:00;Requiem for a Dream;Drama;Darren Aronofsky;2000;102;12;8.00
09/12/2023 19:30;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;8.50
09/12/2023 17:30;Rope;Crime;Alfred Hitchcock;1948;80;12;8.00
09/12/2023 13:30;Fiddler on the Roof;Drama;Norman Jewison;1971;181;0;6.50
09/12/2023 10:30;Lost Highway;Mystery;David Lynch;1997;134;12;7.00
08/12/2023 14:00;Aladdin;Animation;Ron Clements;1992;90;0;8.00
08/12/2023 10:30;The Hurricane;Biography;Norman Jewison;1999;146;16;8.50
07/12/2023 10:00;Donnie Brasco;Biography;Mike Newell;1997;127;12;6.50
06/12/2023 16:00;Lost Highway;Mystery;David Lynch;1997;134;12;8.50
06/12/2023 13:30;A Night at the Opera;Comedy;Sam Wood;1935;96;12;6.50
06/12/2023 10:00;The Dirty Dozen;Action;Robert Aldrich;1967;150;12;7.50
05/12/2023 10:00;A Night at the Opera;Comedy;Sam Wood;1935;96;12;8.50
04/12/2023 10:00;Fear and Loathing in Las Vegas;Adventure;Terry Gilliam;1998;118;16;8.00
03/12/2023 18:30;A Night at the Opera;Comedy;Sam Wood;1935;96;12;9.00
03/12/2023 15:00;Amadeus;Biography;Milos Forman;1984;160;16;8.00
03/12/2023 13:00;Rope;Crime;Alfred Hitchcock;1948;80;12;7.50
03/12/2023 10:30;My Left Foot: The Story of Christy Brown;Biography;Jim Sheridan;1989;103;0;8.50
02/12/2023 18:00;"O Brother; Where Art Thou?";Adventure;Joel Coen;2000;107;0;9.00
02/12/2023 15:30;Ondskan;Drama;Mikael Håfström;2003;113;12;8.00
02/12/2023 13:00;Per un pugno di dollari;Action;Sergio Leone;1964;99;12;8.50
02/12/2023 10:00;Lost Highway;Mystery;David Lynch;1997;134;12;7.50
01/12/2023 13:00;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;7.00
01/12/2023 10:30;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;7.00
30/11/2023 12:30;Dances with Wolves;Adventure;Kevin Costner;1990;181;0;8.00
30/11/2023 10:00;The African Queen;Adventure;John Huston;1951;105;6;8.00
29/11/2023 15:00;Rebecca;Drama;Alfred Hitchcock;1940;130;12;7.50
29/11/2023 12:30;"O Brother; Where Art Thou?";Adventure;Joel Coen;2000;107;0;8.00
29/11/2023 10:30;Rope;Crime;Alfred Hitchcock;1948;80;12;7.50
28/11/2023 13:00;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;8.50
28/11/2023 10:30;A Night at the Opera;Comedy;Sam Wood;1935;96;12;8.50
27/11/2023 13:30;A Night at the Opera;Comedy;Sam Wood;1935;96;12;6.50
27/11/2023 10:30;Lost Highway;Mystery;David Lynch;1997;134;12;6.50
26/11/2023 15:00;Dances with Wolves;Adventure;Kevin Costner;1990;181;0;7.00
26/11/2023 12:30;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;8.50
26/11/2023 10:00;Aladdin;Animation;Ron Clements;1992;90;0;8.00
25/11/2023 17:30;Rope;Crime;Alfred Hitchcock;1948;80;12;6.50
25/11/2023 15:00;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;6.50
25/11/2023 12:30;Aladdin;Animation;Ron Clements;1992;90;0;6.50
25/11/2023 10:00;Requiem for a Dream;Drama;Darren Aronofsky;2000;102;12;6.50
24/11/2023 12:30;Amadeus;Biography;Milos Forman;1984;160;16;8.50
24/11/2023 10:00;The African Queen;Adventure;John Huston;1951;105;6;8.00
23/11/2023 17:00;Naked;Comedy;Mike Leigh;1993;132;12;8.50
23/11/2023 14:30;The African Queen;Adventure;John Huston;1951;105;6;8.00
23/11/2023 10:00;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;7.00
22/11/2023 12:00;Aladdin;Animation;Ron Clements;1992;90;0;7.00
22/11/2023 10:00;Brief Encounter;Drama;David Lean;1945;86;0;6.50
21/11/2023 13:00;The Hurricane;Biography;Norman Jewison;1999;146;16;8.50
21/11/2023 10:00;Rebecca;Drama;Alfred Hitchcock;1940;130;12;7.00
20/11/2023 10:30;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;6.50
19/11/2023 16:30;The Dirty Dozen;Action;Robert Aldrich;1967;150;12;6.50
19/11/2023 14:00;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;8.50
19/11/2023 10:30;The Dirty Dozen;Action;Robert Aldrich;1967;150;12;7.00
18/11/2023 17:00;Withnail & I;Comedy;Bruce Robinson;1987;107;16;8.50
18/11/2023 12:30;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;6.50
18/11/2023 10:00;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;8.00
17/11/2023 13:00;Fear and Loathing in Las Vegas;Adventure;Terry Gilliam;1998;118;16;7.50
17/11/2023 10:30;Requiem for a Dream;Drama;Darren Aronofsky;2000;102;12;8.50
16/11/2023 10:30;In the Name of the Father;Biography;Jim Sheridan;1993;133;12;7.50
15/11/2023 12:30;Frankenstein;Drama;James Whale;1931;70;12;8.00
15/11/2023 10:00;Aladdin;Animation;Ron Clements;1992;90;0;7.00
14/11/2023 13:00;Withnail & I;Comedy;Bruce Robinson;1987;107;16;6.50
14/11/2023 10:30;Persona;Drama;Ingmar Bergman;1966;85;12;6.50
13/11/2023 16:00;The African Queen;Adventure;John Huston;1951;105;6;7.50
13/11/2023 13:30;Withnail & I;Comedy;Bruce Robinson;1987;107;16;6.50
13/11/2023 10:30;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;8.00
12/11/2023 15:30;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;7.50
12/11/2023 13:00;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;7.00
12/11/2023 10:00;Die Hard: With a Vengeance;Action;John McTiernan;1995;128;12;8.00
11/11/2023 19:00;Gattaca;Drama;Andrew Niccol;1997;106;12;10.00
11/11/2023 16:00;Naked;Comedy;Mike Leigh;1993;132;12;7.50
11/11/2023 13:30;Per un pugno di dollari;Action;Sergio Leone;1964;99;12;7.00
11/11/2023 10:30;Good Bye Lenin!;Comedy;Wolfgang Becker;2003;121;16;8.00
10/11/2023 15:30;In the Name of the Father;Biography;Jim Sheridan;1993;133;12;8.00
10/11/2023 13:00;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;7.50
10/11/2023 10:00;Good Bye Lenin!;Comedy;Wolfgang Becker;2003;121;16;7.00
09/11/2023 10:00;My Left Foot: The Story of Christy Brown;Biography;Jim Sheridan;1989;103;0;7.50
08/11/2023 10:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;6.50
07/11/2023 15:00;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;8.50
07/11/2023 12:30;My Left Foot: The Story of Christy Brown;Biography;Jim Sheridan;1989;103;0;7.50
07/11/2023 10:00;Days of Heaven;Drama;Terrence Malick;1978;94;6;8.00
06/11/2023 15:00;Good Bye Lenin!;Comedy;Wolfgang Becker;2003;121;16;7.00
06/11/2023 10:30;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;8.50
05/11/2023 19:00;Dead Man;Adventure;Jim Jarmusch;1995;121;16;9.50
05/11/2023 16:00;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;7.00
05/11/2023 13:30;Modern Times;Comedy;Charles Chaplin;1936;87;0;7.00
05/11/2023 10:30;Naked;Comedy;Mike Leigh;1993;132;12;8.50
04/11/2023 17:00;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;6.50
04/11/2023 14:30;Mad Max 2;Action;George Miller;1981;96;12;8.00
04/11/2023 12:30;Evil Dead II;Action;Sam Raimi;1987;84;12;7.00
04/11/2023 10:00;Boyz n the Hood;Crime;John Singleton;1991;112;12;6.50
03/11/2023 15:00;The Best Years of Our Lives;Drama;William Wyler;1946;170;12;8.00
03/11/2023 12:30;Fear and Loathing in Las Vegas;Adventure;Terry Gilliam;1998;118;16;8.50
03/11/2023 10:00;The Sandlot;Comedy;David Mickey Evans;1993;101;0;6.50
02/11/2023 15:00;Die Hard: With a Vengeance;Action;John McTiernan;1995;128;12;8.00
02/11/2023 12:30;Mad Max 2;Action;George Miller;1981;96;12;7.50
02/11/2023 10:00;Days of Heaven;Drama;Terrence Malick;1978;94;6;7.00
01/11/2023 10:00;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;8.50
31/10/2023 10:30;Days of Heaven;Drama;Terrence Malick;1978;94;6;7.00
30/10/2023 15:30;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;7.00
30/10/2023 13:00;Per un pugno di dollari;Action;Sergio Leone;1964;99;12;8.00
30/10/2023 10:00;Der Himmel über Berlin;Drama;Wim Wenders;1987;128;0;8.00
29/10/2023 18:00;Duck Soup;Comedy;Leo McCarey;1933;69;12;9.50
29/10/2023 15:30;Hana-bi;Crime;Takeshi Kitano;1997;103;12;7.00
29/10/2023 13:00;Gattaca;Drama;Andrew Niccol;1997;106;12;7.00
29/10/2023 10:30;Evil Dead II;Action;Sam Raimi;1987;84;12;8.00
28/10/2023 15:30;The Best Years of Our Lives;Drama;William Wyler;1946;170;12;8.50
28/10/2023 12:30;Boyz n the Hood;Crime;John Singleton;1991;112;12;6.50
28/10/2023 10:00;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;8.50
27/10/2023 12:30;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;7.50
27/10/2023 10:00;Gattaca;Drama;Andrew Niccol;1997;106;12;8.00
26/10/2023 14:30;Boyz n the Hood;Crime;John Singleton;1991;112;12;8.00
26/10/2023 10:00;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;8.50
25/10/2023 13:00;Kagemusha;Drama;Akira Kurosawa;1980;180;0;8.00
25/10/2023 10:30;Gattaca;Drama;Andrew Niccol;1997;106;12;8.50
24/10/2023 13:00;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;8.00
24/10/2023 10:30;Mad Max 2;Action;George Miller;1981;96;12;7.50
23/10/2023 10:00;Duck Soup;Comedy;Leo McCarey;1933;69;12;8.00
22/10/2023 15:30;Boyz n the Hood;Crime;John Singleton;1991;112;12;8.50
22/10/2023 13:00;Gattaca;Drama;Andrew Niccol;1997;106;12;7.00
22/10/2023 10:00;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;7.50
21/10/2023 14:00;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;6.50
21/10/2023 12:00;Frankenstein;Drama;James Whale;1931;70;12;6.50
21/10/2023 10:00;Frankenstein;Drama;James Whale;1931;70;12;8.50
20/10/2023 12:30;Lost Highway;Mystery;David Lynch;1997;134;12;8.50
20/10/2023 10:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;7.50
19/10/2023 13:00;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;8.50
19/10/2023 10:00;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;7.50
18/10/2023 15:30;The Best Years of Our Lives;Drama;William Wyler;1946;170;12;7.00
18/10/2023 13:00;Mad Max 2;Action;George Miller;1981;96;12;8.50
18/10/2023 10:30;The Ladykillers;Comedy;Alexander Mackendrick;1955;91;12;8.50
17/10/2023 10:00;Le samouraï;Crime;Jean-Pierre Melville;1967;105;12;8.50
16/10/2023 12:30;Hable con ella;Drama;Pedro Almodóvar;2002;112;16;6.50
16/10/2023 10:00;The Sandlot;Comedy;David Mickey Evans;1993;101;0;7.50
15/10/2023 15:30;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;7.00
15/10/2023 12:30;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;8.50
15/10/2023 10:00;Enter the Dragon;Action;Robert Clouse;1973;102;12;8.00
14/10/2023 15:00;Duck Soup;Comedy;Leo McCarey;1933;69;12;7.00
14/10/2023 12:30;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;8.50
14/10/2023 10:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;8.50
13/10/2023 15:00;"South Park: Bigger; Longer & Uncut";Animation;Trey Parker;1999;81;12;8.00
13/10/2023 12:30;Donnie Darko;Drama;Richard Kelly;2001;113;16;6.50
13/10/2023 10:00;Boyz n the Hood;Crime;John Singleton;1991;112;12;7.50
12/10/2023 12:30;Les quatre cents coups;Crime;François Truffaut;1959;99;12;6.50
12/10/2023 10:00;Hana-bi;Crime;Takeshi Kitano;1997;103;12;7.50
11/10/2023 16:30;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;6.50
11/10/2023 13:00;Forrest Gump;Drama;Robert Zemeckis;1994;142;12;6.50
11/10/2023 10:00;Eskiya;Crime;Yavuz Turgul;1996;128;12;8.00
10/10/2023 16:00;Todo sobre mi madre;Drama;Pedro Almodóvar;1999;101;16;6.50
10/10/2023 13:30;Requiem for a Dream;Drama;Darren Aronofsky;2000;102;12;6.50
10/10/2023 10:30;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;6.50
09/10/2023 13:00;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;7.00
09/10/2023 10:00;Dead Man;Adventure;Jim Jarmusch;1995;121;16;7.50
08/10/2023 16:00;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;6.50
08/10/2023 13:00;Dawn of the Dead;Action;George A. Romero;1978;127;12;7.00
08/10/2023 10:30;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;8.50
07/10/2023 18:30;Kagemusha;Drama;Akira Kurosawa;1980;180;0;10.00
07/10/2023 16:00;Days of Heaven;Drama;Terrence Malick;1978;94;6;7.50
07/10/2023 13:00;Good Bye Lenin!;Comedy;Wolfgang Becker;2003;121;16;6.50
07/10/2023 10:30;Les quatre cents coups;Crime;François Truffaut;1959;99;12;8.50
06/10/2023 13:30;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;7.50
06/10/2023 10:30;Midnight Express;Biography;Alan Parker;1978;121;12;8.00
05/10/2023 13:30;Out of the Past;Crime;Jacques Tourneur;1947;97;12;6.50
05/10/2023 10:30;The Count of Monte Cristo;Action;Kevin Reynolds;2002;131;12;7.50
04/10/2023 10:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;7.50
03/10/2023 13:00;"South Park: Bigger; Longer & Uncut";Animation;Trey Parker;1999;81;12;8.50
03/10/2023 10:30;Todo sobre mi madre;Drama;Pedro Almodóvar;1999;101;16;7.00
02/10/2023 10:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;6.50
01/10/2023 14:30;"Crna macka; beli macor";Comedy;Emir Kusturica;1998;127;16;8.50
01/10/2023 12:30;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;7.50
01/10/2023 10:00;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;8.00
30/09/2023 17:30;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;8.50
30/09/2023 15:00;Out of the Past;Crime;Jacques Tourneur;1947;97;12;6.50
30/09/2023 12:30;Out of the Past;Crime;Jacques Tourneur;1947;97;12;7.00
30/09/2023 10:00;Yôjinbô;Action;Akira Kurosawa;1961;110;12;8.50
29/09/2023 15:30;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;8.50
29/09/2023 13:00;Mad Max 2;Action;George Miller;1981;96;12;8.50
29/09/2023 10:30;Modern Times;Comedy;Charles Chaplin;1936;87;0;7.00
28/09/2023 16:30;Les quatre cents coups;Crime;François Truffaut;1959;99;12;6.50
28/09/2023 12:30;Kagemusha;Drama;Akira Kurosawa;1980;180;0;7.50
28/09/2023 10:30;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;8.00
27/09/2023 10:30;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;8.00
26/09/2023 12:30;Modern Times;Comedy;Charles Chaplin;1936;87;0;7.50
26/09/2023 10:00;Le samouraï;Crime;Jean-Pierre Melville;1967;105;12;7.00
25/09/2023 13:30;Out of the Past;Crime;Jacques Tourneur;1947;97;12;6.50
25/09/2023 10:30;La vita è bella;Comedy;Roberto Benigni;1997;116;0;8.50
24/09/2023 18:00;Eskiya;Crime;Yavuz Turgul;1996;128;12;8.50
24/09/2023 15:00;Dead Man;Adventure;Jim Jarmusch;1995;121;16;6.50
24/09/2023 12:30;Yôjinbô;Action;Akira Kurosawa;1961;110;12;7.00
24/09/2023 10:00;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;6.50
23/09/2023 14:30;Giù la testa;Drama;Sergio Leone;1971;157;6;8.50
23/09/2023 12:30;"South Park: Bigger; Longer & Uncut";Animation;Trey Parker;1999;81;12;8.00
23/09/2023 10:00;Yôjinbô;Action;Akira Kurosawa;1961;110;12;8.50
22/09/2023 16:00;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;6.50
22/09/2023 13:00;Dead Man;Adventure;Jim Jarmusch;1995;121;16;8.00
22/09/2023 10:30;Being John Malkovich;Comedy;Spike Jonze;1999;113;16;7.50
21/09/2023 10:00;Love and Death;Comedy;Woody Allen;1975;85;6;6.50
20/09/2023 16:00;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;8.00
20/09/2023 13:00;To Kill a Mockingbird;Crime;Robert Mulligan;1962;129;0;7.50
20/09/2023 10:30;The Sandlot;Comedy;David Mickey Evans;1993;101;0;8.50
19/09/2023 15:30;Donnie Darko;Drama;Richard Kelly;2001;113;16;8.00
19/09/2023 12:30;To Kill a Mockingbird;Crime;Robert Mulligan;1962;129;0;7.00
19/09/2023 10:00;Enter the Dragon;Action;Robert Clouse;1973;102;12;7.50
18/09/2023 10:30;Todo sobre mi madre;Drama;Pedro Almodóvar;1999;101;16;6.50
17/09/2023 15:30;"Crna macka; beli macor";Comedy;Emir Kusturica;1998;127;16;8.50
17/09/2023 12:30;Donnie Darko;Drama;Richard Kelly;2001;113;16;7.50
17/09/2023 10:00;Mad Max 2;Action;George Miller;1981;96;12;7.00
16/09/2023 20:00;Yôjinbô;Action;Akira Kurosawa;1961;110;12;9.00
16/09/2023 17:30;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;7.50
16/09/2023 14:00;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;8.50
16/09/2023 10:30;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;6.50
15/09/2023 10:30;The Ladykillers;Comedy;Alexander Mackendrick;1955;91;12;8.00
14/09/2023 10:30;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;7.50
13/09/2023 15:30;Love and Death;Comedy;Woody Allen;1975;85;6;7.50
13/09/2023 13:00;Le samouraï;Crime;Jean-Pierre Melville;1967;105;12;7.00
13/09/2023 10:30;The Sandlot;Comedy;David Mickey Evans;1993;101;0;6.50
12/09/2023 13:00;Yôjinbô;Action;Akira Kurosawa;1961;110;12;6.50
12/09/2023 10:00;The Elephant Man;Biography;David Lynch;1980;124;12;6.50
11/09/2023 17:30;Midnight Express;Biography;Alan Parker;1978;121;12;6.50
11/09/2023 13:00;Ben-Hur;Adventure;William Wyler;1959;212;0;8.50
11/09/2023 10:30;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;6.50
10/09/2023 15:30;Yôjinbô;Action;Akira Kurosawa;1961;110;12;7.00
10/09/2023 13:00;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;7.00
10/09/2023 10:30;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;8.00
09/09/2023 19:30;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;10.00
09/09/2023 15:00;Ben-Hur;Adventure;William Wyler;1959;212;0;8.00
09/09/2023 12:30;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;7.50
09/09/2023 10:00;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;6.50
08/09/2023 10:00;The Elephant Man;Biography;David Lynch;1980;124;12;8.00
07/09/2023 16:00;The Ladykillers;Comedy;Alexander Mackendrick;1955;91;12;6.50
07/09/2023 13:00;The Count of Monte Cristo;Action;Kevin Reynolds;2002;131;12;8.00
07/09/2023 10:30;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;6.50
06/09/2023 13:00;La vita è bella;Comedy;Roberto Benigni;1997;116;0;8.50
06/09/2023 10:30;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;7.50
05/09/2023 10:30;Kagemusha;Drama;Akira Kurosawa;1980;180;0;7.00
04/09/2023 10:00;Kagemusha;Drama;Akira Kurosawa;1980;180;0;8.00
03/09/2023 20:30;The Goonies;Adventure;Richard Donner;1985;114;0;9.50
03/09/2023 16:30;Kagemusha;Drama;Akira Kurosawa;1980;180;0;6.50
03/09/2023 13:30;The Elephant Man;Biography;David Lynch;1980;124;12;7.50
03/09/2023 10:00;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;7.50
02/09/2023 18:30;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;8.50
02/09/2023 15:30;The Count of Monte Cristo;Action;Kevin Reynolds;2002;131;12;7.00
02/09/2023 12:30;The Elephant Man;Biography;David Lynch;1980;124;12;8.50
02/09/2023 10:00;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;8.00
01/09/2023 10:30;Donnie Darko;Drama;Richard Kelly;2001;113;16;8.00
31/08/2023 15:00;Solaris;Drama;Andrei Tarkovsky;1972;167;6;7.00
31/08/2023 12:30;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;6.50
31/08/2023 10:00;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;6.50
30/08/2023 10:30;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;8.00
29/08/2023 10:30;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;6.50
28/08/2023 13:00;Sling Blade;Drama;Billy Bob Thornton;1996;135;16;8.00
28/08/2023 10:30;Down by Law;Comedy;Jim Jarmusch;1986;107;16;8.50
27/08/2023 20:00;Memento;Mystery;Christopher Nolan;2000;113;12;9.50
27/08/2023 16:00;Solaris;Drama;Andrei Tarkovsky;1972;167;6;8.50
27/08/2023 13:00;Miller's Crossing;Crime;Joel Coen;1990;115;16;7.00
27/08/2023 10:30;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;6.50
26/08/2023 16:30;Finding Nemo;Animation;Andrew Stanton;2003;100;0;6.50
26/08/2023 13:00;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;6.50
26/08/2023 10:00;"Paris; Texas";Drama;Wim Wenders;1984;145;0;7.00
25/08/2023 12:30;"Paris; Texas";Drama;Wim Wenders;1984;145;0;8.50
25/08/2023 10:00;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;7.00
24/08/2023 10:00;Down by Law;Comedy;Jim Jarmusch;1986;107;16;8.50
23/08/2023 13:00;Papillon;Biography;Franklin J. Schaffner;1973;151;16;7.50
23/08/2023 10:00;Donnie Darko;Drama;Richard Kelly;2001;113;16;6.50
22/08/2023 10:30;Stand by Me;Adventure;Rob Reiner;1986;89;0;8.50
21/08/2023 10:30;Papillon;Biography;Franklin J. Schaffner;1973;151;16;6.50
20/08/2023 20:00;The Elephant Man;Biography;David Lynch;1980;124;12;10.00
20/08/2023 17:00;The Goonies;Adventure;Richard Donner;1985;114;0;8.00
20/08/2023 14:00;Memento;Mystery;Christopher Nolan;2000;113;12;8.00
20/08/2023 10:30;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;8.50
19/08/2023 19:00;Ikiru;Drama;Akira Kurosawa;1952;143;12;9.50
19/08/2023 16:00;The Count of Monte Cristo;Action;Kevin Reynolds;2002;131;12;7.00
19/08/2023 13:00;"Paris; Texas";Drama;Wim Wenders;1984;145;0;6.50
19/08/2023 10:30;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;6.50
18/08/2023 14:00;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;7.00
18/08/2023 10:00;Short Cuts;Comedy;Robert Altman;1993;188;16;7.00
17/08/2023 15:30;The Goonies;Adventure;Richard Donner;1985;114;0;8.00
17/08/2023 12:30;Inherit the Wind;Biography;Stanley Kramer;1960;128;12;8.50
17/08/2023 10:00;Out of the Past;Crime;Jacques Tourneur;1947;97;12;6.50
16/08/2023 10:30;Finding Nemo;Animation;Andrew Stanton;2003;100;0;8.50
15/08/2023 10:30;The Count of Monte Cristo;Action;Kevin Reynolds;2002;131;12;8.00
14/08/2023 12:30;The Goonies;Adventure;Richard Donner;1985;114;0;8.00
14/08/2023 10:00;Stand by Me;Adventure;Rob Reiner;1986;89;0;6.50
13/08/2023 17:30;La règle du jeu;Comedy;Jean Renoir;1939;110;12;7.50
13/08/2023 13:30;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;6.50
13/08/2023 10:00;Solaris;Drama;Andrei Tarkovsky;1972;167;6;7.50
12/08/2023 18:30;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;9.50
12/08/2023 15:30;Memento;Mystery;Christopher Nolan;2000;113;12;8.50
12/08/2023 13:00;Smultronstället;Drama;Ingmar Bergman;1957;91;0;8.00
12/08/2023 10:30;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;7.50
11/08/2023 13:00;Stand by Me;Adventure;Rob Reiner;1986;89;0;8.50
11/08/2023 10:30;Mulan;Animation;Tony Bancroft;1998;88;0;6.50
10/08/2023 13:00;Down by Law;Comedy;Jim Jarmusch;1986;107;16;7.00
10/08/2023 10:00;Memento;Mystery;Christopher Nolan;2000;113;12;7.00
09/08/2023 13:00;Finding Nemo;Animation;Andrew Stanton;2003;100;0;7.50
09/08/2023 10:30;Sanjuro;Action;Akira Kurosawa;1962;96;0;8.00
08/08/2023 10:00;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;8.00
07/08/2023 10:30;Salinui chueok;Crime;Bong Joon Ho;2003;131;12;7.00
06/08/2023 16:30;Stand by Me;Adventure;Rob Reiner;1986;89;0;8.50
06/08/2023 14:00;Léon;Action;Luc Besson;1994;110;12;8.50
06/08/2023 10:00;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;8.50
05/08/2023 16:00;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;6.50
05/08/2023 13:00;Ikiru;Drama;Akira Kurosawa;1952;143;12;6.50
05/08/2023 10:00;The Elephant Man;Biography;David Lynch;1980;124;12;8.50
04/08/2023 16:00;Ikiru;Drama;Akira Kurosawa;1952;143;12;6.50
04/08/2023 13:00;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;6.50
04/08/2023 10:30;12 Angry Men;Crime;Sidney Lumet;1957;96;0;6.50
03/08/2023 12:30;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;8.00
03/08/2023 10:00;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;8.50
02/08/2023 10:30;The Taking of Pelham One Two Three;Action;Joseph Sargent;1974;104;0;7.00
01/08/2023 10:30;La règle du jeu;Comedy;Jean Renoir;1939;110;12;7.00
